FID,PD_ID,Comment,Year,Name,Acres,Hectares,Plague,Manager,Perimeter,Activity,YearAcquir,sdeWildlif,Shape_area,Shape_len
1362,131.0, ,2002.0,Pearl Pkwy,0.02692665,0.01089683, ,OSMP,273.52925399,2.0,1984,1172.92027263,1172.92027244,273.529254019
1363,108.0, ,2002.0,Ute,71.24413319,28.8314778, ,OSMP,12014.1091179,2.0,1995,3103382.00276,3103382.0282,12014.1093777
1364,110.0, ,2002.0,Valmont Butte - west,3.21719817,1.30195391, ,OSMP,1985.45258108,2.0,2000,140140.597189,140140.591901,1985.452606
1365,109.0, ,2002.0,Valmont Butte - east,0.75372372,0.30502117, ,OSMP,1580.18913227,2.0,2000,32832.0995804,32832.0740269,1580.18669048
1366,97.0, ,2002.0,Straty Cline,9.01236721,3.64717561, ,OSMP,4867.27149658,2.0,1998,392577.146696,392577.145341,4867.27149704
1367,66.0, ,2002.0,Manchester,0.6186521,0.25035962, ,OSMP,1321.30854473,2.0,1999,26948.3758166,26948.3777907,1321.30854508
1368,81.0, ,2002.0,Reynolds,12.50774423,5.06170451, ,OSMP,3420.02417166,2.0,1977,544835.157033,544835.159327,3420.02422871
1369,105.0, ,2002.0,Teller Farms - north,89.27075966,36.12659471, ,OSMP,17185.6432983,2.0,1984,3888618.71792,3888618.73644,17185.6433006
1370,39.0, ,2002.0,ERTL III - South,1.36754736,0.55342678, ,OSMP,1872.68524749,2.0,1984,59570.1257682,59570.1246473,1872.68524786
1371,70.0, ,2002.0,McKenzie - south,27.47648481,11.1193389, ,OSMP,5253.52021817,2.0,1974,1196870.89196,1196870.89102,5253.52019103
1372,11.0, ,2002.0,Belgrove - south,0.66456614,0.26894038, ,OSMP,1297.93982328,2.0,1980,28948.3816817,28948.3854746,1297.94000309
1373,10.0, ,2002.0,Belgrove - north,42.47427939,17.18873103, ,OSMP,10576.5329985,2.0,1980,1850172.20777,1850172.20965,10576.5330119
1374,69.0, ,2002.0,McKenzie - north,42.26991286,17.10602683, ,OSMP,9214.74865844,2.0,1974,1841270.01036,1841270.0391,9214.74889377
1375,38.0, ,2002.0,ERNI,1.14495142,0.4633454, ,OSMP,1349.39991596,2.0,1967,49873.9909737,49873.8845174,1349.39960082
1376,27.0, ,2002.0,Culver,35.5462136,14.38504228, ,OSMP,10273.1417969,2.0,1992,1548386.87475,1548386.87076,10273.1416822
1377,119.0, ,2002.0,Wood Brothers,27.95976271,11.31491453, ,OSMP,5527.06473321,2.0,1974,1217922.34132,1217922.39207,5527.06461543
1378,74.0, ,2002.0,Moore,0.0892329,0.03611127, ,OSMP,332.04669355,2.0,1974,3886.96998348,3886.96964513,332.046702174
1379,13.0, ,2002.0,"BLIP, Boulder Warehouse",281.74993768,114.02015448, ,OSMP,36067.1424194,2.0,1973,12272978.2896,12272978.1933,36067.1377753
1380,41.0, ,2002.0,Gallagher,37.14619209,15.0325306, ,OSMP,7875.34561912,2.0,1997,1618081.64149,1618081.65511,7875.34459641
1381,31.0, ,2002.0,Ditzel,12.88818982,5.21566538, ,OSMP,7333.27863901,2.0,1984,561407.295279,561407.30307,7333.27931523
1382,91.0, ,2002.0,Siegel,1.93151874,0.7816579, ,OSMP,1733.65636409,2.0,2001,84136.6197479,84136.6197481,1733.65636412
1383,67.0, ,2002.0,Mann,17.50795826,7.08521933, ,OSMP,4390.99212137,2.0,1973,762643.590696,762643.611158,4390.99212256
1384,45.0, ,2002.0,Hart-Jones,12.3894475,5.01383152, ,OSMP,4766.67717324,2.0,1975,539682.389579,539682.174286,4766.67590139
1385,54.0, ,2002.0,Jafay,15.49848179,6.27201306, ,OSMP,5354.81387643,2.0,1990,675111.168612,675111.166408,5354.81387695
1386,19.0, ,2002.0,BVR 103 Corp - south,9.01070744,3.64650393, ,OSMP,5310.31761299,2.0,1973,392504.848166,392504.846196,5310.31763048
1387,121.0, ,2002.0,IBM - Cottontail Trail,1.2463822,0.50439298, ,OSMP,1045.41097299,2.0,1998,54292.1914704,54292.1915154,1045.41097334
1388,88.0, ,2002.0,Schneider - east,27.10613985,10.96946562, ,OSMP,6719.84459128,2.0,2006,1180738.77351,1180738.72904,6719.84462493
1389,71.0, ,2002.0,Mesa Reservoir,35.10671933,14.20718526, ,OSMP,6122.80909713,2.0,2000,1529242.57492,1529242.57719,6122.80909866
1390,43.0, ,2002.0,Gilbert,17.51216478,7.08692165, ,OSMP,5318.99661565,2.0,1973,762826.848757,762826.846378,5318.99661649
1391,17.0, ,2002.0,BVR 103 Corp - east,0.89711963,0.36305143, ,OSMP,953.9119788,2.0,1973,39078.3767793,39078.374736,953.912063896
1392,16.0, ,2002.0,BVR - 103 Corp - L pasture south,21.49164041,8.6973583, ,OSMP,8225.11561737,2.0,1973,936172.107794,936172.11164,8225.11561885
1393,51.0, ,2002.0,IBM,54.90882763,22.22081417, ,OSMP,16294.9338361,2.0,1998,2391819.00887,2391818.9642,16294.9339382
1394,23.0, ,2002.0,"Canino, Lanocito, Richardson",86.72716462,35.09723831, ,OSMP,10224.4042443,2.0,1979,3777820.31963,3777820.17959,10224.403777
1395,12.0, ,2002.0,"BLIP, East Beech - south",184.47075204,74.65266476, ,OSMP,24800.1558466,2.0,1973,8035515.75621,8035513.81668,24800.1576746
1396,59.0, ,2002.0,Johnson - Bldr Res South,63.4896519,25.69335055, ,OSMP,10506.3347942,2.0,1992,2765598.18067,2765598.1743,10506.3349396
1397,26.0, ,2002.0,Cowles,36.97644063,14.96383462, ,OSMP,5762.54939173,2.0,1991,1610687.30988,1610687.31087,5762.5493929
1398,34.0, ,2002.0,East Beech,93.22088102,37.7251521, ,OSMP,29001.6016086,2.0,1988,4060685.33705,4060685.33425,29001.6017024
1399,60.0, ,2002.0,Johnson - Monarch,2.78667483,1.12772729, ,OSMP,2213.67076199,2.0,1992,121387.064502,121387.070116,2213.67076049
1400,58.0, ,2002.0,Johnson - Bldr Res North,7.22706566,2.92468971, ,OSMP,3190.3520128,2.0,1992,314809.749113,314809.720765,3190.35192112
1401,35.0, ,2002.0,East Beech - horseshoe,87.30574193,35.33138025, ,OSMP,20328.0000493,2.0,1988,3803022.91426,3803022.90642,20327.9993611
1402,90.0, ,2002.0,Schooley,0.88724668,0.35905599, ,OSMP,1033.25951753,2.0,1999,38648.310772,38648.3107718,1033.2595175
1403,126.0, ,2002.0,Brewbaker,25.74841479,10.42001378, ,OSMP,6080.47418545,2.0,1996,1121595.85137,1121596.46206,6080.47800158
1404,22.0, ,2002.0,Campbell,3.51957788,1.42432264, ,OSMP,1946.34900274,2.0,2000,153312.19929,153312.199291,1946.34900274
1405,61.0, ,2002.0,Johnson - north,38.39203349,15.53670473, ,OSMP,8537.21840509,2.0,2000,1672350.26957,1672350.28939,8537.21847251
1406,94.0, ,2002.0,Steele - south,38.9420009,15.75926864, ,OSMP,6865.2708109,2.0,1999,1696306.76082,1696306.77396,6865.27081606
1407,93.0, ,2002.0,Steele - north,9.44710866,3.82310923, ,OSMP,6200.77359833,2.0,1999,411514.404289,411514.406986,6200.77359533
1408,86.0, ,2002.0,Ryan - south,1.01291007,0.40991016, ,OSMP,1591.54309471,2.0,2001,44122.19386,44122.1862846,1591.54307083
1409,84.0, ,2002.0,Ryan - middle,3.70794765,1.50055318, ,OSMP,3242.28157008,2.0,2001,161517.54982,161517.553533,3242.28157055
1410,85.0, ,2002.0,Ryan - north,0.61486645,0.24882762, ,OSMP,931.47590562,2.0,2001,26783.4762867,26783.4754811,931.475905737
1411,76.0, ,2002.0,Oasis,45.74555431,18.51256903, ,OSMP,8933.88301535,2.0,2001,1992668.3603,1992668.37526,8933.8827743
1412,122.0, ,2002.0,Waldorf,44.63627148,18.06365819, ,OSMP,7267.29841527,2.0,2002,1944348.15711,1944348.20839,7267.29879713
1413,29.0, ,2002.0,Johnson/Dawson,35.56423451,14.39233509, ,OSMP,8054.1967844,2.0,1992,1549171.8428,1549171.85875,8054.19699763
1414,73.0,"Split polys from Stepanek, Canino, Cito",2002.0,Minnetrista,67.32806833,27.24670257, ,OSMP,8385.34048354,2.0,1985,2932798.78157,2932798.92515,8385.34185653
1415,145.0,Split polys from Minnetrista,2002.0,"Stepanek, Canino, Cito",50.62795497,20.48840647, ,OSMP,11806.4554495,2.0,1995,2205344.76476,2205344.89688,11806.4546238
1416,3.0, ,2002.0,Andrus - mesa,53.75369931,21.75335033, ,OSMP,7464.28177989,2.0,1977,2341501.77063,2341501.77612,7464.28181453
1417,2.0, ,2002.0,Andrus - north,16.51620878,6.68387256, ,OSMP,10608.5167628,2.0,1977,719443.149595,719443.176477,10608.5171705
1418,20.0, ,2002.0,Axelson - northwest,36.19522875,14.64768939, ,OSMP,6786.8028409,2.0,1990,1576657.85712,1576657.85772,6786.80284117
1419,30.0, ,2002.0,Johnson/Dawson - south,19.25938841,7.79399797, ,OSMP,5978.40385033,2.0,1992,838935.621581,838935.603257,5978.40413408
1420,15.0, ,2002.0,"Axelson, BVR, Lore, Ellison",565.83483666,228.98523428, ,OSMP,52574.8553631,2.0,1990,24647667.0706,24647666.8942,52574.8548075
1421,93.0, ,2000.0,Steele - north,7.12275844,2.88247808, ,OSMP,5586.15486384,2.0,1999,310266.120904,310266.116753,5586.1548646
1422,94.0, ,2000.0,Steele - south,33.21242654,13.44059216, ,OSMP,11661.9528737,2.0,1999,1446727.49458,1446727.51297,11661.9528292
1423,126.0, ,2000.0,Brewbaker,19.334556,7.82441721, ,OSMP,15635.4032734,2.0,1996,842209.887055,842209.89043,15635.4028011
1424,90.0, ,2000.0,Schooley,1.31967086,0.53405185, ,OSMP,1663.43175182,2.0,1999,57484.6328703,57484.6328778,1663.43175181
1425,35.0, ,2000.0,East Beech - horseshoe,78.48507592,31.76178336, ,OSMP,18350.7517307,2.0,1988,3418796.20834,3418796.23187,18350.7511512
1426,29.0, ,2000.0,Johnson/Dawson,26.12626017,10.57292238, ,OSMP,6981.23477955,2.0,1992,1138055.33574,1138055.34089,6981.23458725
1427,30.0, ,2000.0,Johnson/Dawson - south,6.82267642,2.76103919, ,OSMP,3513.63192644,2.0,1992,297194.553442,297194.596135,3483.24708801
1428,34.0, ,2000.0,East Beech,58.6325449,23.72774909, ,OSMP,20381.4699303,2.0,1988,2554023.43824,2554023.43992,20381.4699376
1429,60.0, ,2000.0,Johnson - Monarch,0.48835506,0.19763028, ,OSMP,742.73503966,2.0,1992,21272.6520762,21272.6612598,742.735393016
1430,26.0, ,2000.0,Cowles,31.63620468,12.80271781, ,OSMP,6232.30383546,2.0,1991,1378067.5653,1378067.56366,6232.30390247
1431,59.0, ,2000.0,Johnson - Bldr Res South,15.47467323,6.26237807, ,OSMP,7610.99900117,2.0,1992,674074.074362,674074.069406,7610.99904291
1432,51.0, ,2000.0,IBM,28.51086605,11.53793814, ,OSMP,15827.9497354,2.0,1998,1241928.3447,1241928.35727,15827.9504615
1433,23.0, ,2000.0,"Canino, Lanocito, Richardson",31.38002721,12.69904647, ,OSMP,10724.942814,2.0,1979,1366908.63992,1366908.5177,10724.9424868
1434,16.0, ,2000.0,BVR - 103 Corp - L pasture south,5.69083444,2.30299899, ,OSMP,4249.56404566,2.0,1973,247891.753868,247891.75657,4249.56405092
1435,43.0, ,2000.0,Gilbert,5.02905038,2.03518448, ,OSMP,2739.76891287,2.0,1973,219064.558963,219064.558126,2739.7689134
1436,88.0, ,2000.0,Schneider - east,14.6298037,5.92047151, ,OSMP,8236.7266413,2.0,2006,637271.707725,637271.700014,8236.72679649
1437,71.0, ,2000.0,Mesa Reservoir,16.48086652,6.66957005, ,OSMP,4917.55329466,2.0,2000,717903.677265,717903.674047,4917.55336603
1438,54.0, ,2000.0,Jafay,1.80014721,0.72849373, ,OSMP,1555.32949878,2.0,1990,78414.099438,78414.0988266,1555.32949884
1439,45.0, ,2000.0,Hart-Jones,11.85851604,4.79897118, ,OSMP,5319.66273713,2.0,1975,516555.200954,516554.892352,5319.66242914
1440,67.0, ,2000.0,Mann,9.87178198,3.99496843, ,OSMP,4959.16747901,2.0,1973,430013.10558,430013.103126,4959.16758089
1441,41.0, ,2000.0,Gallagher,25.4780727,10.31061022, ,OSMP,5838.58731414,2.0,1997,1109820.39624,1109820.40771,5838.5873874
1442,27.0, ,2000.0,Culver,19.05601779,7.7116968, ,OSMP,7002.54763828,2.0,1992,830076.816716,830076.814586,7002.5476521
1443,119.0, ,2000.0,Wood Brothers,16.45336789,6.65844175, ,OSMP,3890.10772507,2.0,1974,716705.787607,716705.838648,3890.10777966
1444,38.0, ,2000.0,ERNI,0.3978672,0.16101114, ,OSMP,877.42942539,2.0,1967,17331.0967989,17331.0259882,877.428900976
1445,69.0, ,2000.0,McKenzie - north,28.53695869,11.54849745, ,OSMP,11308.90768,2.0,1974,1243064.84879,1243064.94824,11308.9084172
1446,10.0, ,2000.0,Belgrove - north,31.68202982,12.82126258, ,OSMP,5515.23357597,2.0,1980,1380063.69808,1380063.69862,5515.23357756
1447,65.0, ,2000.0,Kolb II,0.31428489,0.12718658, ,OSMP,695.00317499,2.0,1990,13690.1948553,13690.1948552,695.003175004
1448,105.0, ,2000.0,Teller Farms - north,45.41566558,18.37906779, ,OSMP,9420.07703898,2.0,1984,1978298.48052,1978298.47931,9420.07704167
1449,97.0, ,2000.0,Straty Cline,1.20489718,0.48760459, ,OSMP,3382.59340691,2.0,1998,52485.1100926,52485.1111781,3382.59340702
1450,66.0, ,2000.0,Manchester,0.29843681,0.12077309, ,OSMP,437.8656207,2.0,1999,12999.8555454,12999.8554284,437.865620769
1451,108.0, ,2000.0,Ute,65.81041627,26.63253057, ,OSMP,13317.7314492,2.0,1995,2866690.17211,2866690.26573,13317.7310985
1452,107.0, ,2000.0,Teller Farms - south,22.52756469,9.11658198, ,OSMP,12412.51874,2.0,1984,981296.791654,981296.792527,12412.5187437
1453,62.0, ,2000.0,Klein - Dry Creek,14.37416397,5.81701778, ,OSMP,3634.43547337,2.0,1974,626136.140298,626136.077955,3634.43551152
1454,68.0, ,2000.0,Marshall,47.35330019,19.1632007, ,OSMP,9463.25679473,2.0,1997,2062701.4131,2062701.50531,9463.25662323
1455,95.0, ,2000.0,Steinbach,15.2471688,6.1703103, ,OSMP,4393.77070953,2.0,1984,664164.025407,664164.016305,4393.77071279
1456,63.0, ,2000.0,Klein - south,1.34453368,0.54411348, ,OSMP,1877.3977536,2.0,1991,58567.6529385,58567.6530405,1877.39775538
1457,98.0, ,2000.0,Suitts,5.42558043,2.1956545, ,OSMP,3538.11509472,2.0,1991,236337.337228,236337.338079,3538.11506226
1458,137.0, ,2000.0,Van Vleet - northeast,0.26543282,0.10741685, ,OSMP,506.61531323,2.0,1978,11562.2028096,11562.2075689,506.615313268
1459,112.0, ,2000.0,Van Vleet - west,1.04921862,0.42460371, ,OSMP,1063.77354142,2.0,1978,45703.7712659,45703.7803711,1063.77380101
1460,87.0, ,2000.0,Sams Lane / Van Vleet - east,5.62388718,2.2759064, ,OSMP,2912.14684527,2.0,1978,244975.550741,244975.545865,2912.1468472
1461,28.0, ,2000.0,Damyonovich,3.90002152,1.57828271, ,OSMP,2235.42470154,2.0,1995,169884.256733,169884.2577,2235.42470172
1462,33.0, ,2000.0,Dover/Blacker,18.29031402,7.40182748, ,OSMP,7036.10729008,2.0,1985,796722.732966,796722.891731,7036.10828137
1463,92.0, ,2000.0,Stanger,26.69745151,10.80407531, ,OSMP,9039.57989291,2.0,2000,1162936.32813,1162936.33612,9039.58093422
1464,104.0, ,2000.0,Superior Assoc/Arsenault - N,11.98525282,4.85025974, ,OSMP,6674.53485611,2.0,1993,522075.538226,522075.524662,6674.53452738
1465,100.0, ,2000.0,Superior Associates - west,25.262333,10.22330345, ,OSMP,8241.35370843,2.0,1993,1100422.82494,1100422.82373,8241.35370875
1466,103.0, ,2000.0,Superior Assoc/Arsenault - S,33.5683154,13.58461528, ,OSMP,13520.4359838,2.0,1993,1462230.17732,1462229.97003,13520.4359842
1467,72.0, ,2000.0,Mesa Sand & Gravel,74.98491628,30.345319, ,OSMP,13705.2836814,2.0,1985,3266329.89308,3266329.8876,13705.2838324
1468,40.0, ,2000.0,Flatirons Vista,21.97832818,8.89431385, ,OSMP,9068.57851931,2.0,1981,957372.141325,957372.145848,9068.57852088
1469,56.0, ,2000.0,Lindsay Mesa Top,2.8172982,1.14012013, ,OSMP,1633.96960917,2.0,1990,122721.01816,122721.018559,1633.96960933
1470,115.0, ,2000.0,Waneka / Kelsall,29.32084179,11.86572369, ,OSMP,9686.30604142,2.0,1990,1277210.76259,1277210.75948,9686.3060418
1471,113.0, ,2000.0,Van Vleet / Jeffco,13.77327942,5.57384843, ,OSMP,5382.33311065,2.0,1999,599961.650817,599961.651795,5382.333111
1472,58.0, ,2000.0,Johnson - Bldr Res North,1.32716825,0.53708594, ,OSMP,1184.61819276,2.0,1992,57811.2361909,57811.2178078,1184.61811162
1473,12.0, ,2000.0,"BLIP, East Beech - south",72.62150732,29.38888133, ,OSMP,35898.6432978,2.0,1973,3163382.06727,3163380.20526,35898.6410285
1474,17.0, ,2000.0,BVR 103 Corp - east,0.81609753,0.33026295, ,OSMP,884.31001254,2.0,1973,35549.0633026,35549.0660734,884.31001287
1475,19.0, ,2000.0,BVR 103 Corp - south,4.3387095,1.75581344, ,OSMP,1923.91725092,2.0,1973,188993.425771,188993.429937,1923.91730388
1476,13.0, ,2000.0,"BLIP, Boulder Warehouse",162.33431352,65.69436592, ,OSMP,40189.6770632,2.0,1973,7071253.98424,7071254.41167,40189.6780121
1477,31.0, ,2000.0,Ditzel,1.39145894,0.56310346, ,OSMP,1914.89814817,2.0,1984,60611.7038112,60611.7090545,1914.89825453
1478,70.0, ,2000.0,McKenzie - south,23.06453009,9.33388417, ,OSMP,5621.02691115,2.0,1974,1004686.91202,1004686.91202,5621.02691659
1479,81.0, ,2000.0,Reynolds,8.93816865,3.61714852, ,OSMP,3298.23404599,2.0,1977,389345.057133,389345.069215,3298.2340437
1480,4.0, ,2000.0,Aweida ll,23.2497828,9.40885328, ,OSMP,4912.57249891,2.0,1993,1012756.34859,1012756.48752,4912.57237225
1481,111.0, ,2000.0,Van Vleet - east,4.76653198,1.92894706, ,OSMP,1922.19149698,2.0,1978,207629.29781,207629.302678,1922.19149745
1482,145.0,Split polys from Minnetrista,2000.0,"Stepanek, Canino, Cito",41.16435268,16.6586225, ,OSMP,15664.6651321,2.0,1995,1793111.86601,1793112.03021,15664.6622561
1483,73.0,"Split polys from Stepanek, Canino, Cito",2000.0,Minnetrista,42.23409955,17.0915337, ,OSMP,11301.3368497,2.0,1985,1839710.04916,1839710.01773,11301.3368373
1484,82.0, ,2000.0,Rolling Rock,7.0371657,2.84783992, ,OSMP,7058.69899805,2.0,1968,306537.711984,306537.711861,7058.69900443
1485,42.0, ,2000.0,Gallucci,24.40797983,9.87755899, ,OSMP,7538.68294446,2.0,1968,1063207.35641,1063207.34843,7538.68282631
1486,3.0, ,2000.0,Andrus - mesa,44.14276145,17.86394177, ,OSMP,11111.2877723,2.0,1977,1922851.09001,1922850.99717,11111.2876095
1487,2.0, ,2000.0,Andrus - north,5.77190792,2.33580826, ,OSMP,3883.50136163,2.0,1977,251423.3081,251423.303087,3883.50136227
1488,15.0, ,2000.0,"Axelson, BVR, Lore, Ellison",305.98792781,123.82892108, ,OSMP,70488.4187732,2.0,1990,13328780.9106,13328780.8202,70488.4190327
1489,76.0, ,2001.0,Oasis,43.33481747,17.53697844, ,OSMP,8364.76755011,2.0,2001,1887657.05527,1887657.09836,8364.76778231
1490,86.0, ,2001.0,Ryan - south,2.08578767,0.84408832, ,OSMP,1768.33650471,2.0,2001,90856.547761,90856.5474502,1768.33650477
1491,93.0, ,2001.0,Steele - north,8.46535911,3.42580929, ,OSMP,5623.47077418,2.0,1999,368749.574164,368749.567943,5623.47077732
1492,94.0, ,2001.0,Steele - south,37.52643433,15.18640918, ,OSMP,11575.1677483,2.0,1999,1634644.90109,1634644.941,11575.168192
1493,61.0, ,2001.0,Johnson - north,35.98127589,14.56110574, ,OSMP,8102.80003705,2.0,2000,1567338.16182,1567338.10846,8102.79977801
1494,22.0, ,2001.0,Campbell,1.87425469,0.75848396, ,OSMP,1359.83527474,2.0,2000,81642.2078295,81642.2078296,1359.83527475
1495,126.0, ,2001.0,Brewbaker,34.15708017,13.82287993, ,OSMP,14833.6697997,2.0,1996,1487876.55374,1487876.46067,14833.6700395
1496,90.0, ,2001.0,Schooley,1.30413337,0.52776405, ,OSMP,1096.5244853,2.0,1999,56807.8224914,56807.8224913,1096.5244853
1497,35.0, ,2001.0,East Beech - horseshoe,90.11955675,36.4700907, ,OSMP,17923.2131552,2.0,1988,3925592.14242,3925592.18953,17923.2096937
1498,29.0, ,2001.0,Johnson/Dawson,28.89113601,11.69182793, ,OSMP,7810.33660783,2.0,1992,1258492.72263,1258492.85071,7810.33641647
1499,58.0, ,2001.0,Johnson - Bldr Res North,2.09104521,0.84621598, ,OSMP,1647.27477054,2.0,1992,91085.5651821,91085.5651713,1647.27477069
1500,30.0, ,2001.0,Johnson/Dawson - south,9.21160172,3.72780296, ,OSMP,4135.26391584,2.0,1992,401255.727144,401255.765857,4104.87934503
1501,34.0, ,2001.0,East Beech,80.26812025,32.4833558, ,OSMP,20952.3797402,2.0,1988,3496465.33524,3496465.33232,20952.3802575
1502,15.0, ,2001.0,"Axelson, BVR, Lore, Ellison",424.36129898,171.73292482, ,OSMP,61200.4132152,2.0,1990,18485104.3882,18485104.2429,61200.4126862
1503,60.0, ,2001.0,Johnson - Monarch,0.73426283,0.29714562, ,OSMP,941.46360329,2.0,1992,31984.3602256,31984.3608907,941.46360343
1504,26.0, ,2001.0,Cowles,32.09518659,12.9884612, ,OSMP,5464.66666751,2.0,1991,1398060.74215,1398060.73565,5464.66671929
1505,59.0, ,2001.0,Johnson - Bldr Res South,18.43994818,7.46238227, ,OSMP,9520.06799022,2.0,1992,803240.904152,803240.929815,9520.06800427
1506,12.0, ,2001.0,"BLIP, East Beech - south",137.18581245,55.51712862, ,OSMP,32469.1400256,2.0,1973,5975791.99559,5975790.08715,32469.1404149
1507,51.0, ,2001.0,IBM,35.78681483,14.48241014, ,OSMP,18502.9196492,2.0,1998,1558867.4523,1558867.41852,18502.9210451
1508,23.0, ,2001.0,"Canino, Lanocito, Richardson",40.36884121,16.33669043, ,OSMP,10379.7828735,2.0,1979,1758459.89081,1758459.68905,10379.7821903
1509,16.0, ,2001.0,BVR - 103 Corp - L pasture south,9.77009067,3.95381542, ,OSMP,5197.37497358,2.0,1973,425583.448578,425583.447343,5197.3749747
1510,17.0, ,2001.0,BVR 103 Corp - east,0.88244104,0.35711122, ,OSMP,884.57852854,2.0,1973,38438.9710977,38438.9779526,884.578528409
1511,43.0, ,2001.0,Gilbert,8.86937497,3.58930871, ,OSMP,4361.42817317,2.0,1973,386348.433045,386348.428403,4361.42817424
1512,71.0, ,2001.0,Mesa Reservoir,21.90466952,8.86450525, ,OSMP,5357.63242464,2.0,2000,954163.58525,954163.587838,5357.63242619
1513,54.0, ,2001.0,Jafay,3.12086946,1.26297106, ,OSMP,2730.92494805,2.0,1990,135944.525699,135944.52995,2730.92494819
1514,19.0, ,2001.0,BVR 103 Corp - south,8.84429897,3.57916081, ,OSMP,4914.79360081,2.0,1973,385256.098727,385256.121957,4914.79360748
1515,45.0, ,2001.0,Hart-Jones,12.377135,5.00884883, ,OSMP,5216.74654353,2.0,1975,539146.163715,539145.843895,5216.74654702
1516,13.0, ,2001.0,"BLIP, Boulder Warehouse",211.89362143,85.75030628, ,OSMP,39067.7675662,2.0,1973,9230048.91839,9230049.22926,39067.7637706
1517,67.0, ,2001.0,Mann,13.03095956,5.27344224, ,OSMP,3933.69346524,2.0,1973,567626.332022,567626.327796,3933.69346582
1518,31.0, ,2001.0,Ditzel,4.52357261,1.83062489, ,OSMP,5164.53381735,2.0,1984,197046.011762,197046.034586,5164.53381874
1519,91.0, ,2001.0,Siegel,1.86248986,0.75372291, ,OSMP,1599.82213973,2.0,2001,81129.7338471,81129.7338477,1599.82213972
1520,41.0, ,2001.0,Gallagher,28.93286214,11.7087139, ,OSMP,7290.23266606,2.0,1997,1260310.43752,1260310.4334,7290.23107977
1521,27.0, ,2001.0,Culver,23.22252345,9.39782181, ,OSMP,6487.4001884,2.0,1992,1011569.07423,1011569.075,6487.3999416
1522,119.0, ,2001.0,Wood Brothers,18.72630896,7.57826837, ,OSMP,4474.142237,2.0,1974,815714.700303,815714.755589,4474.14165188
1523,38.0, ,2001.0,ERNI,0.3628405,0.14683634, ,OSMP,742.09248979,2.0,1967,15805.3512174,15805.2691397,742.091501882
1524,69.0, ,2001.0,McKenzie - north,36.52265028,14.78019219, ,OSMP,9797.26947264,2.0,1974,1590920.34599,1590920.28258,9797.26925829
1525,10.0, ,2001.0,Belgrove - north,33.5715118,13.58590881, ,OSMP,6098.9581811,2.0,1980,1462369.20973,1462369.20458,6098.95818235
1526,65.0, ,2001.0,Kolb II,0.04280173,0.01732124, ,OSMP,236.64910646,2.0,1990,1864.43579872,1864.43579861,236.649106448
1527,70.0, ,2001.0,McKenzie - south,25.04187669,10.13408795, ,OSMP,4837.02118997,2.0,1974,1090819.7773,1090819.78524,4837.02119097
1528,39.0, ,2001.0,ERTL III - South,0.59008779,0.23880006, ,OSMP,1395.72131757,2.0,1984,25704.1182929,25704.121233,1395.7213177
1529,105.0, ,2001.0,Teller Farms - north,52.76397769,21.3528242, ,OSMP,11665.3190674,2.0,1984,2298389.68089,2298389.6746,11665.3190591
1530,97.0, ,2001.0,Straty Cline,1.56221858,0.63220743, ,OSMP,3494.79059301,2.0,1998,68049.9713141,68049.9692994,3494.79059316
1531,81.0, ,2001.0,Reynolds,9.52486877,3.85457763, ,OSMP,3081.92041112,2.0,1977,414901.607417,414901.623904,3081.92056332
1532,66.0, ,2001.0,Manchester,0.47915759,0.1939082, ,OSMP,702.99321349,2.0,1999,20872.0219882,20872.0212943,702.993213542
1533,109.0, ,2001.0,Valmont Butte - east,0.33384693,0.13510306, ,OSMP,489.63836527,2.0,2000,14542.3517769,14542.3140652,489.637718154
1534,110.0, ,2001.0,Valmont Butte - west,2.08383597,0.8432985, ,OSMP,1353.26119283,2.0,2000,90771.5503765,90771.5318841,1353.26148324
1535,131.0, ,2001.0,Pearl Pkwy,0.05259932,0.02128619, ,OSMP,448.7072871,2.0,1984,2291.21620766,2291.21714863,448.707287118
1536,108.0, ,2001.0,Ute,65.29148879,26.42252808, ,OSMP,12600.0809781,2.0,1995,2844085.93939,2844085.87552,12600.0820551
1537,107.0, ,2001.0,Teller Farms - south,33.00370837,13.35612692, ,OSMP,10682.0946968,2.0,1984,1437635.72545,1437635.78602,10682.0943083
1538,9.0, ,2001.0,BC Hospital,2.61604687,1.05867661, ,OSMP,2386.67291455,2.0,2002,113954.544541,113954.545741,2386.67291505
1539,4.0, ,2001.0,Aweida ll,25.17921811,10.18966805, ,OSMP,5270.35406032,2.0,1993,1096802.27967,1096802.35374,5270.35406133
1540,62.0, ,2001.0,Klein - Dry Creek,14.61485205,5.91442079, ,OSMP,3658.5090155,2.0,1974,636620.46359,636620.408921,3658.50560338
1541,68.0, ,2001.0,Marshall,50.60812358,20.48038099, ,OSMP,9248.29085548,2.0,1997,2204480.96976,2204481.04504,9248.28999938
1542,95.0, ,2001.0,Steinbach,14.77921617,5.98093659, ,OSMP,4466.3367229,2.0,1984,643780.079689,643780.081059,4466.33670195
1543,63.0, ,2001.0,Klein - south,2.10488968,0.85181863, ,OSMP,1722.00940366,2.0,1991,91688.6304439,91688.6277088,1722.00940423
1544,98.0, ,2001.0,Suitts,7.06889444,2.86068009, ,OSMP,2814.66297513,2.0,1991,307919.811949,307919.810189,2814.66297672
